"esfera";"poder";"orgao";"protocolo";"assunto";"outros";"atendimento";"nao_e_pedido_de_informacao";"contem_dados_pessoais";"pedido";"pedido_pasta_do_anexo_pedido";"anexo_com_extensao_pedido";"resposta";"pasta_do_anexo_resposta";"anexo_com_extensao_resposta";"data_recurso_1";"recurso_1";"pasta_do_anexo_recurso_1";"anexo_com_extensao_recurso_1";"data_resposta_recurso_1";"resposta_recurso_1";"pasta_do_anexo_resposta_recurso_1";"anexo_com_extensao_resposta_recurso_1";"data_recurso_2";"recurso_2";"pasta_do_anexo_recurso_2";"anexo_com_extensao_recurso_2";"data_resposta_recurso_2";"resposta_recurso_2";"responsavel"
     Disponibilidade de Caixa Bruta  6.612.369.277,06 4.894.674.875,26
     Demais Haveres Financeiros 1.188.283.341,82 1.415.503.500,05
     (-) Restos a Pagar Processados (Exceto Precatórios)         311.064.034,80               230.078.763,78 
DÍVIDA CONSOLIDADA LÍQUIDA (DCL)      (III) = (I - II) 66.989.663.219,39 71.730.229.440,90
RECEITA CORRENTE LÍQUIDA - RCL                            34.716.829.359,24 37.526.855.019,93
DCL/RCL efetivo                                                1,9296 1,9114
DCL/RCL definido pela Resolução nº 40/01  1,3460 1,2973
Fonte: Relatório de Gestão Fiscal 3º quadrimestre/2014 (DOC 31.01.15).
Evento Subsequente: Renegociação do Contrato 
Em 25 de novembro de 2014 foi sancionada a Lei Complementar nº 148, que revê os termos do Contrato de Refinanciamento com a União. Em síntese, a Lei promove as seguintes alterações:
- Juros: serão calculados e debitados mensalmente à taxa de quatro por cento ao ano sobre o saldo devedor previamente atualizado (art.2º I).
- Atualização monetária: será calculada e debitada mensalmente com base na variação do Índice Nacional de Preços ao Consumidor Ampliado – IPCA, apurado pelo IBGE, referente ao segundo mês anterior ao de sua aplicação. Excedendo-se à variação da taxa SELIC, prevalecerá esse índice (art.2º II).
- Concessão de descontos sobre os saldos devedores dos contratos, em valor correspondente à diferença entre o montante do saldo devedor existente em 1º de janeiro de 2013 e aquele apurado utilizando-se a variação acumulada da taxa Selic desde a assinatura dos respectivos contratos, observadas todas as ocorrências que impactaram o saldo devedor no período (art.3º).
- Os efeitos financeiros decorrentes das condições previstas nos arts. 2º e 3º serão aplicados ao saldo devedor, mediante aditamento contratual. 
Com a justificativa de que a União não tem cumprido a citada norma legal, em 25.03.15 a Câmara Federal aprovou o Projeto de Lei Complementar 
nº 37, determinando o prazo de até 30 (trinta) dias da data da manifestação do devedor, protocolada no Ministério da Fazenda, para a União promover os aditivos contratuais, independente de regulamentação legal. A proposta aprovada pela Câmara Federal seguiu para análise dos Senadores.
6.5.2 - Limite para Operações de Crédito e Garantias
 
Em 31.12.14, os totais das receitas com operações de crédito bem como o montante das garantias prestadas pela PMSP atendiam aos limites previstos no inciso I do art. 7º, no caput do art. 9º e no art. 10 da Resolução nº 43/01 do Senado Federal. 
Limite das Operações de Crédito
Em 2014 a Prefeitura realizou operações de crédito sujeitas ao limite no montante de R$ 5,5 milhões. Desta forma, o índice de operações de crédito sobre a Receita Corrente Líquida alcançou 0,01% e ficou abaixo do limite previsto no inciso I do artigo 7º da Resolução nº 43/01 do Senado Federal (16%). 
Limite do Saldo Global das Garantias Concedidas
O limite para a prestação de garantias e contragarantias está estabelecido no artigo 9º caput e parágrafo único da Resolução nº 43/01 do Senado Federal, com a redação dada pela Resolução nº 03/02.
Em 31.12.14, o saldo das garantias prestadas pela Prefeitura representava 0,14% da receita corrente líquida do período e encontrava-se abaixo do limite (22%).
6.5.3 - Resultado Nominal (art. 9º)
A meta de resultado nominal, prevista no art. 9º da LRF, tem por objetivo medir a evolução da dívida fiscal líquida. A Lei Municipal n° 15.841/13 (LDO para 2014) estabeleceu a meta de Resultado Nominal de 2014 em R$ 5,06 bilhões. A Lei Municipal nº 16.047/2014 (LDO para 2015) atualizou a meta para R$6,81 bilhões. Em 30.12.2014 a meta foi novamente alterada para R$ 8,01 bilhões pela Lei Municipal n° 16.099/14 (LOA para 2015).
O Resultado Nominal de 2014, de R$ 5,93 bilhões, ficou inicialmente acima da meta estabelecida na LDO de 2014, mas abaixo daquela fixada posteriormente na LOA para 2015, de R$ 8,01 bilhões, em observância ao artigo 9° da LRF.\"
 No último Parecer proferido por este E. Tribunal de Contas com relação às contas do Senhor Prefeito referente ao exercício de 2014, constou o que segue sobre a dívida pública do município:
 \"Para fins de controle do endividamento, a Lei de Responsabilidade Fiscal, em seu artigo 9º, dispõe sobre a Meta de Resultado Nominal que, em não sendo atingida, pode gerar medidas de contenção, tais como o contingenciamento das despesas.
Pelo fato de que em 31/12/01 a relação entre a Dívida Consolidada Líquida e a Receita Corrente Líquida era de 1,9298, a PMSP deveria observar uma trajetória de ajuste da dívida, abaixo descrita, a fim de atingir a relação máxima de 1,2 no exercício de 2016, conforme Resolução nº 40/01 do Senado Federal.
[...]
Em 31/12/14, a relação entre a dívida consolidada líquida e a receita corrente líquida apurada foi de 1,9114, enquanto deveria ter atingido 1,2973, demonstrando que a Dívida Municipal encontra-se fora da trajetória exigida pelo art. 4º da Resolução nº 40/01 do Senado Federal16.
Renegociação do Contrato – a Lei Complementar nº 148, de 25/11/14, prevê a revisão dos termos do Contrato de Refinanciamento com a União.
A Auditoria informou, em síntese, as alterações promovidas pela Lei:
- juros: serão calculados e debitados mensalmente à taxa de quatro por cento (4%) ao ano sobre o saldo devedor previamente atualizado (art. 2º I);
- atualização monetária: será calculada e debitada mensalmente com base na variação do Índice Nacional de Preços ao Consumidor Ampliado;
- IPCA: apurado pelo IBGE, referente ao segundo mês anterior ao de sua aplicação.
Excedendo-se a variação da taxa SELIC, prevalecerá esse índice (art. 2º II);
- concessão de descontos sobre os saldos devedores dos contratos, em valor correspondente à diferença entre o montante do saldo devedor existente em 1º de janeiro de 2013 e aquele apurado, utilizando-se a variação acumulada da taxa Selic desde a assinatura dos respectivos contratos, observadas todas as ocorrências que impactaram o saldo devedor no período (art.3º);
- os efeitos financeiros decorrentes das condições previstas nos arts. 2º e 3º serão aplicados ao saldo devedor, mediante aditamento contratual.
Em 25/03/15, a Câmara Federal aprovou o Projeto de Lei Complementar nº 37, determinando o prazo de até 30 dias da data da manifestação do devedor, protocolada no Ministério da Fazenda, para a União promover os aditivos contratuais, independente de regulamentação legal. A proposta aprovada pela Câmara Federal seguiu para análise dos Senadores.\"
Nesta oportunidade, com as informações prestadas e as conclusões alcançadas, encerramos o expediente, ao tempo em que agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria do TCM-SP";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20160144";;;;;;"Prezados, Solicito com urgência o e-mail, nome e telefone do dirigente da unidade técnica responsável pela análise de contas de Governo para fins de encaminhamento de questionário de pesquisa. Atenciosamente,";;;"Prezado Sr.,
Em atenção à sua mensagem eletrônica encaminhada à esta Ouvidoria, cujo teor solicita o contato da Unidade Técnica responsável pela Análise de Contas de Governo, informamos que V.Sa. poderá encaminhar seu questionário de pesquisa para esta Ouvidoria, que providenciará o envio à Unidade competente, para os possíveis esclarecimentos apontados. 
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria do TCM-SP";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20160147";;;;;;"Boa tarde, Eu sou estagiária do TCE-MS e estamos fazendo uma pesquisa sobre o funcionamento dos outros Tribunais. Para isso estamos fazendo um levantamento de informações: a) Vocês possuem o ponto eletrônico? b) Os funcionários que não faltam e/ou possuem um bom desempenho nas atividades recebem alguma gratificação por isso? c) Caso os funcionários façam cursos, pós, mestrado ou qualquer coisa que elevem o seu conhecimento eles recebem alguma gratificação? Os comissionados também recebem? d) Existe algum programa diferente de gratificação? e) Existe uma comissão para a avaliação de desempenho dos funcionários? Desde já, obrigada pela atenção. Aguardo ansiosamente a resposta de vocês,";;;"Prezada Sra.,
Em atenção à sua mensagem eletrônica encaminhada a esta Ouvidoria, cujo teor solicita informações sobre o funcionamento deste Tribunal de Contas do Município de São Paulo, temos a informar, de acordo com a manifestação da Secretaria Geral desta Corte, que:
a)     Os servidores do Tribunal de Contas do Município de São Paulo estão sujeitos ao controle de ponto através da marcação no relógio de ponto eletrônico (Ordem Interna SG/GAB nº 09/2006 do TCMSP). 
b)     Sim, há gratificação instituída por lei para incentivo à especialização e à produtividade dos servidores (art. 5º da Lei Municipal nº 14.706/08). 
Para a concessão é necessário o preenchimento de, no mínimo, 3 dos seguintes requisitos: 
(i) conhecimento e desempenho de suas funções de acordo com as metas a serem alcançadas;
(ii) empenho no exercício das funções e contribuição para o seu aperfeiçoamento;
(iii) aprimoramento através de cursos e estágios;
(iv) desenvolvimento de liderança e trabalho em grupo;
(v) participação em comissões e grupos de trabalhos especiais;
(vi) elaboração de trabalhos em sua área de formação profissional;
(vii) prestação de apoio técnico e atuação como docente em cursos voltados ao aprimoramento do conhecimento dos servidores, dentro de sua área de formação profissional (art. 5º, § 2º da Lei Municipal nº 14.706/08 e art. 1º, parágrafo único da Resolução nº 02/08 do TCMSP).
c)     Sim, a mesma gratificação referida na resposta anterior. Um dos requisitos para o seu recebimento é o aprimoramento por meio de cursos e estágios (art. 5º, § 2º, III da Lei Municipal nº 14.706/08 e art. 1º, parágrafo único, inciso III da Resolução nº 02/08 do TCMSP). A Lei não distingue entre funcionários efetivos e comissionados para o recebimento da gratificação. 
d)     Sim. O valor da gratificação referida acima varia conforme o cargo ou função. No cargo ou na função de natureza operacional o valor da gratificação é de 15%; no cargo ou função de nível médio é de 25%; no cargo ou função de nível superior é de 38%. Aos servidores afastados de outros órgãos públicos ou entidades estatais que estão em exercício no Tribunal, a gratificação é de 10% (art. 5º, incisos I a IV da Lei Municipal nº 14.706/08).
e)     A avaliação dos funcionários para verificação do preenchimento dos requisitos necessários para a concessão da gratificação é feita pelo superior imediato do servidor (art. 2º da Resolução nº 02/08 do TCMSP). A concessão da gratificação é atribuição do Presidente do Tribunal de Contas do Município (art. 5º, § 3º da Lei Municipal nº 14.706/08 e art. 6º da Resolução nº 02/08 do TCMSP).
Nesta oportunidade, com as informações prestadas e as conclusões alcançadas, encerramos o expediente, ao tempo em que agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria do TCM-SP";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20160151";;;;;;"Prezados boa tarde. Ao entrar no site do TCM-SP, não consegui visualizar como encontrar aquela página de cursos oferecidos / em andamento. A página mudou ? Onde devo acessar na atualidade. Procuro cursos de curta duração e os de Pós graduação. Certa de sua atenção, ficarei no aguardo do retorno desse, com sua informações quanto ao solicitado . Sem mais,";;;"Prezada Sra.,
Em atenção à sua mensagem eletrônica encaminhada à esta Ouvidoria, cujo teor solicita informações sobre cursos oferecidos pelo Tribunal de Contas do Município de São Paulo, vimos, por meio deste, informá-la que referidos cursos são ministrados pela Escola Superior de Gestão e Contas Conselheiro Eurípedes Sales deste Tribunal de Contas, cujo acesso V.Sa. poderá obter através do link EC TCMSP, mantido no sítio www.tcm.sp.gov.br, bem como, entrar em contato diretamente com aquela escola, através do telefone 5080-1387, ou do e-mail: escoladecontas@tcm.sp.gov.br, que ofertará os subsídios à sua melhor convicção.
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria do TCM-SP";;;;;;;;;;;;;;;;;"Ana"
"municipal";"tribunal de contas";"tribunal de contas do municipio de sao paulo";"20160155";;;;;;"Boa tarde! Por gentileza, quantas denúncias e representações, por ano, de 2004 a 2016, foram autuadas ou protocoladas nesse Tribunal de Contas? Obrigado";;;"Números de atendimento: 20160155 / 20160158
Prezado, 
Em atenção às suas mensagens eletrônicas encaminhadas à esta Ouvidoria, cujo teor solicita informações sobre a quantidade de denúncias e representações autuadas perante o TCMSP no período compreendido entre 2004 à 2016, temos a informar, de acordo com a orientação da Subsecretaria de Fiscalização e Controle desta Corte, que:
Representações Autuadas pelo Tribunal de Contas do Município de São Paulo Ano a Ano entre 2004 e 2016
Ano Representações Denúncias
2004 31 2
2005 47 7
2006 100 13
2007 125 10
2008 128 12
2009 124 10
2010 125 11
2011 127 12
2012 116 21
2013 138 17
2014 149 10
2015 213 15
2016 138 15
Dados do Sistema Sigma – posição de 24.06.2016. 
Nesta oportunidade, agradecemos o seu contato e colocamo-nos à disposição para quaisquer esclarecimentos.
Atenciosamente, Ouvidoria do TCM-SP";;;;;;;;;;;;;;;;;"Ana"
